mean_intensity,std_intensity,max_intensity,min_intensity,signal_range,concentration,log_concentration,serotype,sensor_model,sensor_unit,test_id,n_peaks,max_peak_height,low_freq_mean,low_freq_std,mid_freq_mean,mid_freq_std,high_freq_mean,high_freq_std
205.4420779220779,404.1850362196841,1843.12,0.0,1843.12,1150.0,3.060697840353612,SE,07-7-12,S1,13,8,1843.12,326.9723809523809,477.0716485263659,416.03944444444437,532.307677173145,13.49922077922078,46.518766322550256
181.53212121212118,351.2645801818134,1666.62,0.0,1666.62,1150.0,3.060697840353612,SE,07-7-12,S1,14,8,1666.62,379.29333333333324,447.89214221765207,316.4702777777777,439.4751233257066,7.6085714285714285,44.006752070896056
104.82251082251082,193.89995214366306,928.5,0.0,928.5,2.0,0.3010299956639812,ST+SE,07-7-12,S1,5,6,928.5,174.79761904761904,255.9491220722766,188.24305555555554,247.8248568525702,31.441558441558442,35.12260289236685
104.78354978354979,197.15274614827447,878.75,0.0,878.75,2.0,0.3010299956639812,ST+SE,07-7-12,S1,6,6,878.75,194.25595238095238,264.31704722295984,180.51388888888889,248.88319259664516,24.967532467532468,29.74044511653223
119.84415584415585,232.3011614450151,1061.75,0.0,1061.75,17.0,1.2304489213782739,ST+SE,07-7-12,S1,5,6,1061.75,229.64285714285714,301.66423872439714,206.50347222222223,299.125947475677,27.626623376623378,37.84494217644776
108.24891774891776,214.29240852545988,948.38,0.0,948.38,17.0,1.2304489213782739,ST+SE,07-7-12,S1,6,6,948.38,209.25666666666663,295.6279510889986,185.46083333333337,267.13790960720183,20.703116883116888,31.06512356282124
133.85281385281385,258.61076566877074,1151.0,0.0,1151.0,85.0,1.9294189257142926,ST+SE,07-7-12,S1,5,6,1151.0,251.9047619047619,346.39207138758445,235.55555555555554,323.14113225961296,28.51948051948052,53.05048083300713
141.5328138528139,259.63142816708887,1213.88,0.0,1213.88,85.0,1.9294189257142926,ST+SE,07-7-12,S1,6,6,1213.88,258.2361904761904,342.66961134286254,243.71444444444447,329.94094833978704,39.21662337662338,43.878484080717634
154.93722943722943,293.4122717463801,1336.5,0.0,1336.5,1070.0,3.0293837776852097,ST+SE,07-7-12,S1,5,6,1336.5,291.5833333333333,387.89904056932545,267.21527777777777,371.24159012536796,37.564935064935064,57.02433694675075
157.43290043290042,287.76197708237635,1278.0,0.0,1278.0,1070.0,3.0293837776852097,ST+SE,07-7-12,S1,6,6,1278.0,289.8333333333333,396.8932876051594,266.0416666666667,354.21075951017883,47.44155844155844,60.62563289405749
